"DATE"|"CODE"|"STATION"|"SHORT_WAVE_FROM_SKY (W/m2 min)"|"SHORT_WAVE_REFLECTED(W/m2 min)"|"SHORT_WAVE_GLOBAL (W/m2 min)"|"IR_FROM_SKY_AVG (W/m2 min)"|"IR_FROM_EARTH_AVG (W/m2 min)"|"NET_RADIATION_AVG (W/m2 min)"
"2024:01:16 07:00"|"6434"|"MELLE"|0|0||226.5|297.2|-74.6
"2024:01:16 07:10"|"6434"|"MELLE"|0|0||235.4|297.9|-65.9
"2024:01:16 07:20"|"6434"|"MELLE"|0|0||255.4|299.6|-46.8
"2024:01:16 07:30"|"6434"|"MELLE"|0|0||264.4|301.1|-38.4
"2024:01:16 07:40"|"6434"|"MELLE"|0|0||264.5|301.8|-37.7
"2024:01:16 07:50"|"6434"|"MELLE"|0|0||267.9|302.4|-32.2
"2024:01:16 08:00"|"6434"|"MELLE"|3|0||268.4|302.7|-29.4
"2024:01:16 08:10"|"6434"|"MELLE"|6.5|0||273.9|303.4|-21.9
"2024:01:16 08:20"|"6434"|"MELLE"|10.5|0||274|303.9|-18.9
"2024:01:16 08:30"|"6434"|"MELLE"|16.2|0.7||277.3|304.7|-11.9
"2024:01:16 08:40"|"6434"|"MELLE"|17.8|0.7||279.6|305.1|-8.4
"2024:01:16 08:50"|"6434"|"MELLE"|24.8|2.3||279.8|305.6|-3.3
"2024:01:16 09:00"|"6434"|"MELLE"|53.4|8.5||272.8|306.5|11.1
"2024:01:16 09:10"|"6434"|"MELLE"|92.3|18.8||259.4|307.9|25
"2024:01:16 09:20"|"6434"|"MELLE"|89.7|19.5||250.6|308.2|12.6
"2024:01:16 09:30"|"6434"|"MELLE"|55|8.2||230|305.7|-29
"2024:01:16 09:40"|"6434"|"MELLE"|78.1|14.4||228.2|305.6|-13.7
"2024:01:16 09:50"|"6434"|"MELLE"|178.5|50||222.4|307.8|43.1
"2024:01:16 10:00"|"6434"|"MELLE"|218.1|63.1||216.3|310.3|61.1
"2024:01:16 10:10"|"6434"|"MELLE"|208.8|58.1||215.7|311|55.4
"2024:01:16 10:20"|"6434"|"MELLE"|254.7|71.3||216.4|313.5|86.3
"2024:01:16 10:30"|"6434"|"MELLE"|270.5|74.3||217.2|314.5|98.9
"2024:01:16 10:40"|"6434"|"MELLE"|278.3|74.9||218.9|316.8|105.5
"2024:01:16 10:50"|"6434"|"MELLE"|285.2|75.2||219.9|318.6|111.4
"2024:01:16 11:00"|"6434"|"MELLE"|293.1|76.2||221.4|321|117.3
"2024:01:16 11:10"|"6434"|"MELLE"|299.8|77.5||221.5|321.2|122.6
"2024:01:16 11:20"|"6434"|"MELLE"|307.5|79.4||222|322.4|127.7
"2024:01:16 11:30"|"6434"|"MELLE"|312.8|80.7||222.5|323.4|131.2
"2024:01:16 11:40"|"6434"|"MELLE"|316.1|81.1||223.1|324.8|133.3
"2024:01:16 11:50"|"6434"|"MELLE"|318.2|81.5||223.3|325.3|134.6
"2024:01:16 12:00"|"6434"|"MELLE"|319.3|81.6||224.1|326.5|135.3
"2024:01:16 12:10"|"6434"|"MELLE"|315.8|80.4||225|328.7|131.6
"2024:01:16 12:20"|"6434"|"MELLE"|312.8|79.9||224.5|327.6|129.7
"2024:01:16 12:30"|"6434"|"MELLE"|310.4|79.2||224.9|328.7|127.4
"2024:01:16 12:40"|"6434"|"MELLE"|306.7|78.2||224.5|327.7|125.3
"2024:01:16 12:50"|"6434"|"MELLE"|300.3|76.8||225|327.7|120.9
"2024:01:16 13:00"|"6434"|"MELLE"|290.5|74.7||224.4|325.5|114.7
"2024:01:16 13:10"|"6434"|"MELLE"|278.1|71.9||224.3|325.2|105.3
"2024:01:16 13:20"|"6434"|"MELLE"|267.5|69.8||224.8|325.2|97.3
"2024:01:16 13:30"|"6434"|"MELLE"|255.7|67.6||224|323.6|88.6
"2024:01:16 13:40"|"6434"|"MELLE"|244.3|65.7||224.5|323.5|79.7
"2024:01:16 13:50"|"6434"|"MELLE"|231.3|63.2||224.2|322.9|69.5
"2024:01:16 14:00"|"6434"|"MELLE"|216.3|60.3||224|321.5|58.5
"2024:01:16 14:10"|"6434"|"MELLE"|199.4|56.7||224.4|321.1|46
"2024:01:16 14:20"|"6434"|"MELLE"|175.7|50.3||224.2|319.8|29.8
"2024:01:16 14:30"|"6434"|"MELLE"|165|49.4||224.2|318.4|21.5
"2024:01:16 14:40"|"6434"|"MELLE"|138.9|42.3||224.3|316.7|4.2
"2024:01:16 14:50"|"6434"|"MELLE"|107.8|32.5||224.5|314.5|-14.7
"2024:01:16 15:00"|"6434"|"MELLE"|106.2|35.7||224.5|313.9|-18.8
"2024:01:16 15:10"|"6434"|"MELLE"|89.4|31.6||223.6|312.5|-31.1
"2024:01:16 15:20"|"6434"|"MELLE"|65|23.2||223.4|310.8|-45.6
"2024:01:16 15:30"|"6434"|"MELLE"|43.5|14.9||223.3|309.3|-57.4
"2024:01:16 15:40"|"6434"|"MELLE"|25.4|7.4||222.7|307.6|-66.9
"2024:01:16 15:50"|"6434"|"MELLE"|7.6|0||222.2|305.4|-75.4
"2024:01:16 16:00"|"6434"|"MELLE"|0|0||221.5|302.7|-79.3
"2024:01:16 16:10"|"6434"|"MELLE"|0|0||220.6|297.8|-78.8
"2024:01:16 16:20"|"6434"|"MELLE"|0|0||219.7|292.8|-76.7
"2024:01:16 16:30"|"6434"|"MELLE"|0|0||219.8|290.2|-74.9
"2024:01:16 16:40"|"6434"|"MELLE"|0|0||219.8|289.8|-74.8
"2024:01:16 16:50"|"6434"|"MELLE"|0|0||219.5|290.8|-76.1
"2024:01:16 17:00"|"6434"|"MELLE"|0|0||219.6|289.6|-74.8
"2024:01:16 17:10"|"6434"|"MELLE"|0|0||219.4|287|-72.5
"2024:01:16 17:20"|"6434"|"MELLE"|0|0||219.3|289.4|-74.8
"2024:01:16 17:30"|"6434"|"MELLE"|0|0||219.5|291.3|-76.6
"2024:01:16 17:40"|"6434"|"MELLE"|0|0||219.4|291|-76.4
"2024:01:16 17:50"|"6434"|"MELLE"|0|0||219.3|291.4|-76.8
"2024:01:16 18:00"|"6434"|"MELLE"|0|0||219.7|292.5|-77.4
"2024:01:16 18:10"|"6434"|"MELLE"|0|0||220.3|295.3|-79.4
"2024:01:16 18:20"|"6434"|"MELLE"|0|0||220.2|296.3|-80.6
"2024:01:16 18:30"|"6434"|"MELLE"|0|0||219.8|294.6|-79.6
"2024:01:16 18:40"|"6434"|"MELLE"|0|0||219.8|293.4|-78.5
"2024:01:16 18:50"|"6434"|"MELLE"|0|0||220.1|295.4|-79.9
"2024:01:16 19:00"|"6434"|"MELLE"|0|0||220.7|296.2|-80
"2024:01:16 19:10"|"6434"|"MELLE"|0|0||220.6|293.8|-78.1
"2024:01:16 19:20"|"6434"|"MELLE"|0|0||220|293|-77.9
"2024:01:16 19:30"|"6434"|"MELLE"|0|0||219.3|294.2|-79.5
"2024:01:16 19:40"|"6434"|"MELLE"|0|0||219.4|294.7|-80.1
"2024:01:16 19:50"|"6434"|"MELLE"|0|0||219.2|295|-80.4
"2024:01:16 20:00"|"6434"|"MELLE"|0|0||219.2|294.6|-80.2
"2024:01:16 20:10"|"6434"|"MELLE"|0|0||218.8|293.6|-79.5
"2024:01:16 20:20"|"6434"|"MELLE"|0|0||218.3|293.7|-80.2
"2024:01:16 20:30"|"6434"|"MELLE"|0|0||218.2|292.6|-79.1
"2024:01:16 20:40"|"6434"|"MELLE"|0|0||217.7|290.6|-77.7
"2024:01:16 20:50"|"6434"|"MELLE"|0|0||217.4|290.8|-78.2
"2024:01:16 21:00"|"6434"|"MELLE"|0|0||217.3|291.1|-78.7
"2024:01:16 21:10"|"6434"|"MELLE"|0|0||217.8|292.4|-79.3
"2024:01:16 21:20"|"6434"|"MELLE"|0|0||218.2|293.4|-79.8
"2024:01:16 21:30"|"6434"|"MELLE"|0|0||218.2|293.3|-79.7
"2024:01:16 21:40"|"6434"|"MELLE"|0|0||218.1|293.6|-80.1
"2024:01:16 21:50"|"6434"|"MELLE"|0|0||218.2|290.9|-77.7
"2024:01:16 22:00"|"6434"|"MELLE"|0|0||218.6|287.1|-73.4
"2024:01:16 22:10"|"6434"|"MELLE"|0|0||219.6|286.4|-71.6
"2024:01:16 22:20"|"6434"|"MELLE"|0|0||218.9|288.7|-74.4
"2024:01:16 22:30"|"6434"|"MELLE"|0|0||218.8|289.2|-74.9
"2024:01:16 22:40"|"6434"|"MELLE"|0|0||219.2|289.8|-75.2
"2024:01:16 22:50"|"6434"|"MELLE"|0|0||221.3|291.9|-75
"2024:01:16 23:00"|"6434"|"MELLE"|0|0||221.6|291.9|-74.7
"2024:01:16 23:10"|"6434"|"MELLE"|0|0||221.8|292.3|-75
"2024:01:16 23:20"|"6434"|"MELLE"|0|0||223.9|289|-70
"2024:01:16 23:30"|"6434"|"MELLE"|0|0||224.4|287.2|-67.5
"2024:01:16 23:40"|"6434"|"MELLE"|0|0||229.4|285.7|-60.8
"2024:01:16 23:50"|"6434"|"MELLE"|0|0||231.1|287.6|-60.5
"2024:01:17 00:00"|"6434"|"MELLE"|0|0||232.8|288.8|-60
"2024:01:17 00:10"|"6434"|"MELLE"|0|0||236.2|288.6|-56.3
"2024:01:17 00:20"|"6434"|"MELLE"|0|0||239.1|292.1|-56.6
"2024:01:17 00:30"|"6434"|"MELLE"|0|0||243.2|293.5|-53.6
"2024:01:17 00:40"|"6434"|"MELLE"|0|0||245.4|295.6|-53.3
"2024:01:17 00:50"|"6434"|"MELLE"|0|0||246.4|296.1|-52.7
"2024:01:17 01:00"|"6434"|"MELLE"|0|0||245.7|296.4|-53.6
"2024:01:17 01:10"|"6434"|"MELLE"|0|0||244|296|-55.2
"2024:01:17 01:20"|"6434"|"MELLE"|0|0||246|293.3|-50.8
"2024:01:17 01:30"|"6434"|"MELLE"|0|0||247.2|292.4|-48.5
"2024:01:17 01:40"|"6434"|"MELLE"|0|0||245.8|290.4|-48.1
"2024:01:17 01:50"|"6434"|"MELLE"|0|0||246.3|289.2|-46.5
"2024:01:17 02:00"|"6434"|"MELLE"|0|0||249.8|287.9|-41.3
"2024:01:17 02:10"|"6434"|"MELLE"|0|0||251.2|288.6|-40.4
"2024:01:17 02:20"|"6434"|"MELLE"|0|0||252.5|289.6|-40.2
"2024:01:17 02:30"|"6434"|"MELLE"|0|0||251.3|290.2|-41.9
"2024:01:17 02:40"|"6434"|"MELLE"|0|0||249.2|288.7|-42.7
"2024:01:17 02:50"|"6434"|"MELLE"|0|0||248.9|290.5|-44.8
"2024:01:17 03:00"|"6434"|"MELLE"|0|0||253.9|291|-40.1
"2024:01:17 03:10"|"6434"|"MELLE"|0|0||259.1|291.3|-34.7
"2024:01:17 03:20"|"6434"|"MELLE"|0|0||261.9|291.4|-31.9
"2024:01:17 03:30"|"6434"|"MELLE"|0|0||256.8|290.3|-36.2
"2024:01:17 03:40"|"6434"|"MELLE"|0|0||248.7|291.3|-45.6
"2024:01:17 03:50"|"6434"|"MELLE"|0|0||240.6|291.6|-54.3
"2024:01:17 04:00"|"6434"|"MELLE"|0|0||237.2|290.1|-56.6
"2024:01:17 04:10"|"6434"|"MELLE"|0|0||247.2|291.5|-47.4
"2024:01:17 04:20"|"6434"|"MELLE"|0|0||254.4|292.3|-40.7
"2024:01:17 04:30"|"6434"|"MELLE"|0|0||255.7|291.9|-38.8
"2024:01:17 04:40"|"6434"|"MELLE"|0|0||259.1|293.6|-37
"2024:01:17 04:50"|"6434"|"MELLE"|0|0||264.5|294.8|-32.7
"2024:01:17 05:00"|"6434"|"MELLE"|0|0||269.1|295.8|-28.6
"2024:01:17 05:10"|"6434"|"MELLE"|0|0||274.9|297.3|-24
"2024:01:17 05:20"|"6434"|"MELLE"|0|0||277.9|298|-21.6
"2024:01:17 05:30"|"6434"|"MELLE"|0|0||279.4|298.7|-20.6
"2024:01:17 05:40"|"6434"|"MELLE"|0|0||280.1|299|-20.4
"2024:01:17 05:50"|"6434"|"MELLE"|0|0||280.8|299.4|-20
"2024:01:17 06:00"|"6434"|"MELLE"|0|0||279.7|299.4|-21
"2024:01:17 06:10"|"6434"|"MELLE"|0|0||278.5|299.6|-22.6
"2024:01:17 06:20"|"6434"|"MELLE"|0|0||278.8|299.5|-22.2
"2024:01:17 06:30"|"6434"|"MELLE"|0|0||279.8|299.8|-21.2
"2024:01:17 06:40"|"6434"|"MELLE"|0|0||281.6|299.8|-19.4
"2024:01:17 06:50"|"6434"|"MELLE"|0|0||279.9|299.7|-21.1
"2024:01:17 07:00"|"6434"|"MELLE"|0|0||278.8|299.6|-22.1
"2024:01:17 07:10"|"6434"|"MELLE"|0|0||283.3|300.1|-18
"2024:01:17 07:20"|"6434"|"MELLE"|0|0||288.1|300.8|-13.5
"2024:01:17 07:30"|"6434"|"MELLE"|0|0||288.7|301.1|-13
"2024:01:17 07:40"|"6434"|"MELLE"|0|0||289.2|301.2|-12.1
"2024:01:17 07:50"|"6434"|"MELLE"|0|0||290.5|301.3|-10.3
"2024:01:17 08:00"|"6434"|"MELLE"|0|0||292.2|301.8|-7.9
"2024:01:17 08:10"|"6434"|"MELLE"|0|0||292.6|302.1|-5.9
"2024:01:17 08:20"|"6434"|"MELLE"|2.2|0||293.4|302.5|-2.5
"2024:01:17 08:30"|"6434"|"MELLE"|6.4|0||295.1|303.5|1.3
"2024:01:17 08:40"|"6434"|"MELLE"|13.1|0||295.5|304|6.3
"2024:01:17 08:50"|"6434"|"MELLE"|14.2|0||295.9|304.4|7.3
"2024:01:17 09:00"|"6434"|"MELLE"|13.4|0||297|304.8|7.6
"2024:01:17 09:10"|"6434"|"MELLE"|12.2|0||297.7|304.9|7.3
"2024:01:17 09:20"|"6434"|"MELLE"|13.8|0||298.2|305|8.9
"2024:01:17 09:30"|"6434"|"MELLE"|12.9|0||299.6|305.5|9.4
"2024:01:17 09:40"|"6434"|"MELLE"|16.2|0||300.4|305.9|12.1
"2024:01:17 09:50"|"6434"|"MELLE"|23.2|0.4||301.2|306.6|17.5
"2024:01:17 10:00"|"6434"|"MELLE"|27|1.3||302|307.2|20.5
"2024:01:17 10:10"|"6434"|"MELLE"|30.8|2.2||301.8|307.3|23.1
"2024:01:17 10:20"|"6434"|"MELLE"|33.2|2.5||301.3|307.9|24.1
"2024:01:17 10:30"|"6434"|"MELLE"|36.1|2.7||301.8|308.5|26.8
"2024:01:17 10:40"|"6434"|"MELLE"|31.8|1.9||302.5|308.7|23.6
"2024:01:17 10:50"|"6434"|"MELLE"|28.9|1.8||303.5|308.9|21.8
"2024:01:17 11:00"|"6434"|"MELLE"|29|2.5||305.1|309|22.7
"2024:01:17 11:10"|"6434"|"MELLE"|35.2|4.5||308|309.6|29.1
"2024:01:17 11:20"|"6434"|"MELLE"|36.9|5.6||308.7|309.8|30.1
"2024:01:17 11:30"|"6434"|"MELLE"|38.5|7.8||310.1|310|30.8
"2024:01:17 11:40"|"6434"|"MELLE"|46.8|12.8||311.7|310.1|35.6
"2024:01:17 11:50"|"6434"|"MELLE"|51|16.1||312.8|310.2|37.5
"2024:01:17 12:00"|"6434"|"MELLE"|54.1|18.4||314.3|310.7|39.4
"2024:01:17 12:10"|"6434"|"MELLE"|57.9|21.3||315|310.9|40.7
"2024:01:17 12:20"|"6434"|"MELLE"|59.7|22.7||315.9|310.9|42
"2024:01:17 12:30"|"6434"|"MELLE"|55.4|21.7||316.5|310.8|39.3
"2024:01:17 12:40"|"6434"|"MELLE"|51.3|20.8||316.3|311.1|35.8
"2024:01:17 12:50"|"6434"|"MELLE"|47.8|20||315.6|310.7|32.8
"2024:01:17 13:00"|"6434"|"MELLE"|38.7|15.7||315.5|310.6|28
"2024:01:17 13:10"|"6434"|"MELLE"|37.6|15.6||314.5|310.1|26.4
"2024:01:17 13:20"|"6434"|"MELLE"|37.3|16.2||314|309.6|25.6
"2024:01:17 13:30"|"6434"|"MELLE"|35.9|16.6||312.9|309.5|22.7
"2024:01:17 13:40"|"6434"|"MELLE"|33.3|16||314|309.2|22.2
"2024:01:17 13:50"|"6434"|"MELLE"|40.2|20.5||313.7|309.3|24.2
"2024:01:17 14:00"|"6434"|"MELLE"|44.9|24.1||314|309.5|25.2
"2024:01:17 14:10"|"6434"|"MELLE"|50.8|29||316.4|310.5|27.7
"2024:01:17 14:20"|"6434"|"MELLE"|49.5|28.8||317.4|310.4|27.7
"2024:01:17 14:30"|"6434"|"MELLE"|43.5|24.8||317.5|310.4|25.9
"2024:01:17 14:40"|"6434"|"MELLE"|47.2|27.2||319.8|310.7|29.1
"2024:01:17 14:50"|"6434"|"MELLE"|33.1|18.4||318.6|310.1|23.3
"2024:01:17 15:00"|"6434"|"MELLE"|21.1|11||317.7|309.4|18.4
"2024:01:17 15:10"|"6434"|"MELLE"|11.6|5.2||316.2|308.9|13.7
"2024:01:17 15:20"|"6434"|"MELLE"|6.9|2.4||317.1|308.9|12.7
"2024:01:17 15:30"|"6434"|"MELLE"|3.2|0||317.6|308.7|12
"2024:01:17 15:40"|"6434"|"MELLE"|1|0||318.5|308.7|12.4
"2024:01:17 15:50"|"6434"|"MELLE"|0|0||317.8|308.4|10.9
"2024:01:17 16:00"|"6434"|"MELLE"|0|0||317.9|308.2|10.5
"2024:01:17 16:10"|"6434"|"MELLE"|0|0||318.4|308.1|10.8
"2024:01:17 16:20"|"6434"|"MELLE"|0|0||320.2|308.5|11.8
"2024:01:17 16:30"|"6434"|"MELLE"|0|0||319.6|308.3|11.3
"2024:01:17 16:40"|"6434"|"MELLE"|0|0||320.1|308.2|11.8
"2024:01:17 16:50"|"6434"|"MELLE"|0|0||319.6|308.1|11.4
"2024:01:17 17:00"|"6434"|"MELLE"|0|0||319.7|308.2|11.3
"2024:01:17 17:10"|"6434"|"MELLE"|0|0||320.7|308.2|12.3
"2024:01:17 17:20"|"6434"|"MELLE"|0|0||321|307.6|13.1
"2024:01:17 17:30"|"6434"|"MELLE"|0|0||320.6|307.7|12.4
"2024:01:17 17:40"|"6434"|"MELLE"|0|0||319.9|307.7|11.7
"2024:01:17 17:50"|"6434"|"MELLE"|0|0||319.8|307.7|11.6
"2024:01:17 18:00"|"6434"|"MELLE"|0|0||320.3|307.4|12.4
"2024:01:17 18:10"|"6434"|"MELLE"|0|0||323|307.2|15.3
"2024:01:17 18:20"|"6434"|"MELLE"|0|0||325.9|307|18.3
"2024:01:17 18:30"|"6434"|"MELLE"|0|0||326.5|306.5|19.7
"2024:01:17 18:40"|"6434"|"MELLE"|0|0||324.9|306.7|17.8
"2024:01:17 18:50"|"6434"|"MELLE"|0|0||322.9|306.8|15.5
"2024:01:17 19:00"|"6434"|"MELLE"|0|0||322.4|306.5|15.3
"2024:01:17 19:10"|"6434"|"MELLE"|0|0||321.3|306.3|14.4
"2024:01:17 19:20"|"6434"|"MELLE"|0|0||320.9|305.3|14.6
"2024:01:17 19:30"|"6434"|"MELLE"|0|0||320.4|304.6|14.8
"2024:01:17 19:40"|"6434"|"MELLE"|0|0||320.4|306.5|13.3
"2024:01:17 19:50"|"6434"|"MELLE"|0|0||322.2|308.2|14
"2024:01:17 20:00"|"6434"|"MELLE"|0|0||321.9|308.7|13.3
"2024:01:17 20:10"|"6434"|"MELLE"|0|0||322.2|308.6|13.6
"2024:01:17 20:20"|"6434"|"MELLE"|0|0||322.3|308.1|14.1
"2024:01:17 20:30"|"6434"|"MELLE"|0|0||322.5|308.2|14.2
"2024:01:17 20:40"|"6434"|"MELLE"|0|0||325.4|308.5|16.7
"2024:01:17 20:50"|"6434"|"MELLE"|0|0||326|308.2|17.8
"2024:01:17 21:00"|"6434"|"MELLE"|0|0||326.9|308.5|18.3
"2024:01:17 21:10"|"6434"|"MELLE"|0|0||326.9|307.3|18.7
"2024:01:17 21:20"|"6434"|"MELLE"|0|0||328.1|305.9|21.8
"2024:01:17 21:30"|"6434"|"MELLE"|0|0||326|305.6|20.2
"2024:01:17 21:40"|"6434"|"MELLE"|0|0||323|306.2|16.4
"2024:01:17 21:50"|"6434"|"MELLE"|0|0||321.1|307.5|13.6
"2024:01:17 22:00"|"6434"|"MELLE"|0|0||320|308|11.9
"2024:01:17 22:10"|"6434"|"MELLE"|0|0||322.6|308.5|14.2
"2024:01:17 22:20"|"6434"|"MELLE"|0|0||326.3|309.3|17.9
"2024:01:17 22:30"|"6434"|"MELLE"|0|0||328.2|310.1|18
"2024:01:17 22:40"|"6434"|"MELLE"|0|0||329.7|310.2|19.7
"2024:01:17 22:50"|"6434"|"MELLE"|0|0||327.9|309.7|18.8
"2024:01:17 23:00"|"6434"|"MELLE"|0|0||328|309.8|18.2
"2024:01:17 23:10"|"6434"|"MELLE"|0|0||326.4|309.2|17.1
"2024:01:17 23:20"|"6434"|"MELLE"|0|0||325.3|308.5|16.4
"2024:01:17 23:30"|"6434"|"MELLE"|0|0||326.2|307.3|18.5
"2024:01:17 23:40"|"6434"|"MELLE"|0|0||327.6|307.3|20
"2024:01:17 23:50"|"6434"|"MELLE"|0|0||328.6|308.4|19.7
"2024:01:18 00:00"|"6434"|"MELLE"|0|0||328.9|307.1|21.1
"2024:01:18 00:10"|"6434"|"MELLE"|0|0||329.3|306.6|22.2
"2024:01:18 00:20"|"6434"|"MELLE"|0|0||329.7|307|22.2
"2024:01:18 00:30"|"6434"|"MELLE"|0|0||327.8|306.3|20.5
"2024:01:18 00:40"|"6434"|"MELLE"|0|0||328|304.8|22.4
"2024:01:18 00:50"|"6434"|"MELLE"|0|0||327.7|305|22.4
"2024:01:18 01:00"|"6434"|"MELLE"|0|0||328.6|305.5|22.2
"2024:01:18 01:10"|"6434"|"MELLE"|0|0||328.1|304.6|23
"2024:01:18 01:20"|"6434"|"MELLE"|0|0||323.8|303.5|19.3
"2024:01:18 01:30"|"6434"|"MELLE"|0|0||321|301.8|17.9
"2024:01:18 01:40"|"6434"|"MELLE"|0|0||321.3|300.2|19.5
"2024:01:18 01:50"|"6434"|"MELLE"|0|0||323.6|299.5|22.5
"2024:01:18 02:00"|"6434"|"MELLE"|0|0||323.2|300.2|22.2
"2024:01:18 02:10"|"6434"|"MELLE"|0|0||322|302|18.8
"2024:01:18 02:20"|"6434"|"MELLE"|0|0||320.5|303.5|15.6
"2024:01:18 02:30"|"6434"|"MELLE"|0|0||320.3|302.2|16.8
"2024:01:18 02:40"|"6434"|"MELLE"|0|0||322.6|301.5|19.7
"2024:01:18 02:50"|"6434"|"MELLE"|0|0||324|300.7|22
"2024:01:18 03:00"|"6434"|"MELLE"|0|0||323.7|301|21.2
"2024:01:18 03:10"|"6434"|"MELLE"|0|0||322.6|300|21
"2024:01:18 03:20"|"6434"|"MELLE"|0|0||322.9|298.3|22.5
"2024:01:18 03:30"|"6434"|"MELLE"|0|0||321.5|298.2|21.2
"2024:01:18 03:40"|"6434"|"MELLE"|0|0||321.4|297.8|21.6
"2024:01:18 03:50"|"6434"|"MELLE"|0|0||321.9|296.3|24
"2024:01:18 04:00"|"6434"|"MELLE"|0|0||321.1|294.8|24.1
"2024:01:18 04:10"|"6434"|"MELLE"|0|0||318.9|288.8|26.6
"2024:01:18 04:20"|"6434"|"MELLE"|0|0||316.7|283.1|29.2
"2024:01:18 04:30"|"6434"|"MELLE"|0|0||314.4|277.2|32.6
"2024:01:18 04:40"|"6434"|"MELLE"|0|0||312.3|273.7|33.9
"2024:01:18 04:50"|"6434"|"MELLE"|0|0||310.3|271.7|33.8
"2024:01:18 05:00"|"6434"|"MELLE"|0|0||308.4|270.5|33.3
"2024:01:18 05:10"|"6434"|"MELLE"|0|0||306.9|268.6|33.8
"2024:01:18 05:20"|"6434"|"MELLE"|0|0||305.2|267.9|32.9
"2024:01:18 05:30"|"6434"|"MELLE"|0|0||304.4|266.6|33.3
"2024:01:18 05:40"|"6434"|"MELLE"|0|0||303.5|266|33.3
"2024:01:18 05:50"|"6434"|"MELLE"|0|0||302.4|265.9|31.6
"2024:01:18 06:00"|"6434"|"MELLE"|0|0||301.8|265.8|31.4
"2024:01:18 06:10"|"6434"|"MELLE"|0|0||300.7|266.6|29.8
"2024:01:18 06:20"|"6434"|"MELLE"|0|0||300.3|265.6|30.9
"2024:01:18 06:30"|"6434"|"MELLE"|0|0||299.9|265.5|30.5
"2024:01:18 06:40"|"6434"|"MELLE"|0|0||299.2|265.6|29.3
"2024:01:18 06:50"|"6434"|"MELLE"|0|0||299.2|265|30.4
"2024:01:18 07:00"|"6434"|"MELLE"|0|0||298.7|265|29.4
"2024:01:18 07:10"|"6434"|"MELLE"|0|0||298.2|264.3|29.8
"2024:01:18 07:20"|"6434"|"MELLE"|0|0||298.4|266|28.5
"2024:01:18 07:30"|"6434"|"MELLE"|0|0||297.8|266.5|27.6
"2024:01:18 07:40"|"6434"|"MELLE"|0|0||297.1|267|27.5
"2024:01:18 07:50"|"6434"|"MELLE"|0|0||297.3|267.9|28.1
"2024:01:18 08:00"|"6434"|"MELLE"|0.7|0||295.8|270.9|25.9
"2024:01:18 08:10"|"6434"|"MELLE"|18.1|10.7||296.9|270.5|33.8
"2024:01:18 08:20"|"6434"|"MELLE"|41.5|24.9||299.5|273.8|42.3
"2024:01:18 08:30"|"6434"|"MELLE"|53.5|31.7||304.3|274.6|51.5
"2024:01:18 08:40"|"6434"|"MELLE"|103.9|58.3||308.2|284.4|69.5
"2024:01:18 08:50"|"6434"|"MELLE"|149.5|82.1||318.1|296.5|89.1
"2024:01:18 09:00"|"6434"|"MELLE"|114.5|60||323.5|300.2|77.9
"2024:01:18 09:10"|"6434"|"MELLE"|166.4|89.7||323.7|298.3|102.1
"2024:01:18 09:20"|"6434"|"MELLE"|187.8|99.5||327.7|301.9|114
"2024:01:18 09:30"|"6434"|"MELLE"|208|108.8||327|302.6|123.7
"2024:01:18 09:40"|"6434"|"MELLE"|140.8|71.6||311.9|300.5|80.7
"2024:01:18 09:50"|"6434"|"MELLE"|141.9|72.5||285.4|294.7|60.1
"2024:01:18 10:00"|"6434"|"MELLE"|238|124.6||233.4|303.1|43.7
"2024:01:18 10:10"|"6434"|"MELLE"|306.9|160.7||249.3|309.4|86
"2024:01:18 10:20"|"6434"|"MELLE"||203.4||278.3|313.4|161.7
"2024:01:18 10:30"|"6434"|"MELLE"|173.7|83.4||303.1|313.2|80.2
"2024:01:18 10:40"|"6434"|"MELLE"|79.2|35.2||240.2|311.8|-27.6
"2024:01:18 10:50"|"6434"|"MELLE"|212|95.6||226.4|311.5|31.4
"2024:01:18 11:00"|"6434"|"MELLE"|306.9|133.2||227.9|313.7|87.9
"2024:01:18 11:10"|"6434"|"MELLE"|318.5|132.1||229|315.3|100.1
"2024:01:18 11:20"|"6434"|"MELLE"|316.1|126.5||229.1|315.7|103
"2024:01:18 11:30"|"6434"|"MELLE"|395.2|153.2||259.3|319.7|181.7
"2024:01:18 11:40"|"6434"|"MELLE"|247.5|88.9||278|317.3|119.3
"2024:01:18 11:50"|"6434"|"MELLE"|171.6|57.3||299.6|318|95.9
"2024:01:18 12:00"|"6434"|"MELLE"|121.8|36.9||310.8|317.1|78.6
"2024:01:18 12:10"|"6434"|"MELLE"|65.2|16.3||303.3|316.4|35.8
"2024:01:18 12:20"|"6434"|"MELLE"|57.8|13.2||261.8|314.6|-8.2
"2024:01:18 12:30"|"6434"|"MELLE"|339|100||262.4|321.3|180
"2024:01:18 12:40"|"6434"|"MELLE"|347.1|96.5||292.7|326.4|217
"2024:01:18 12:50"|"6434"|"MELLE"|41.4|7.8||313.6|316.7|30.4
"2024:01:18 13:00"|"6434"|"MELLE"|19.4|4.7||313|315.8|11.8
"2024:01:18 13:10"|"6434"|"MELLE"|27.9|8.4||318.3|317.6|20.1
"2024:01:18 13:20"|"6434"|"MELLE"|71.3|19.3||321.8|319.8|54
"2024:01:18 13:30"|"6434"|"MELLE"|117.4|32.4||323.2|322.6|85.6
